Name,Taxa,Family,Location,Env,Yield,TSTWT,Protein,Height,DTH
LDRC41_48,EA_1698,LDRC41,Spillman,2014,2.120104667,58.70265933,13.84929867,40.83308667,178.7896427
LDRC41_49,EA_1699,LDRC41,Spillman,2014,2.162704667,61.40265933,13.54899867,35.83318667,179.7896427
LDRC41_50,EA_1700,LDRC41,Spillman,2014,2.236764667,57.60315933,12.14899867,37.83318667,174.7896427
LDRC42_26,EA_1751,LDRC42,Spillman,2014,1.823064667,56.80315933,13.94929867,34.83318667,174.7896427
LDRC42_27,EA_1752,LDRC42,Spillman,2014,2.449464667,60.60265933,14.04929867,37.83318667,174.7896427
LDRC42_28,EA_1753,LDRC42,Spillman,2014,2.447664667,55.20265933,12.64899867,33.83318667,175.7896427
LDRC42_29,EA_1754,LDRC42,Spillman,2014,2.174664667,59.40265933,15.44929867,34.83318667,173.7856427
LDRC42_30,EA_1755,LDRC42,Spillman,2014,2.097304667,52.20265933,16.04899867,35.83318667,177.7896427
LDRC42_31,EA_1756,LDRC42,Spillman,2014,1.805064667,50.80265933,15.94899867,36.83318667,177.7896427
LDRC42_32,EA_1757,LDRC42,Spillman,2014,2.127004667,57.80315933,14.84929867,33.83318667,178.7896427
LDRC42_33,EA_1758,LDRC42,Spillman,2014,1.993204667,53.60265933,15.34929867,35.83318667,176.7896427
LDRC42_34,EA_1759,LDRC42,Spillman,2014,1.656564667,58.00315933,15.74899867,34.83318667,177.7896427
LDRC42_35,EA_1760,LDRC42,Spillman,2014,1.989904667,58.40265933,12.74899867,39.83318667,172.7856427
LDRC42_36,EA_1761,LDRC42,Spillman,2014,2.111414667,55.60265933,13.64899867,33.83348667,177.7906427
LDRC42_37,EA_1762,LDRC42,Spillman,2014,1.766364667,53.60265933,14.14929867,33.83318667,177.7896427
LDRC42_38,EA_1763,LDRC42,Spillman,2014,2.177064667,55.40265933,14.04929867,33.83318667,176.7896427
LDRC42_39,EA_1764,LDRC42,Spillman,2014,1.871064667,58.60265933,15.24929867,41.83308667,177.7896427
LDRC42_40,EA_1765,LDRC42,Spillman,2014,2.060708667,56.60315933,15.74899867,41.83308667,177.7896427
LDRC42_41,EA_1766,LDRC42,Spillman,2014,2.297664667,56.20315933,14.44929867,43.83318667,174.7896427
LDRC42_42,EA_1767,LDRC42,Spillman,2014,1.535064667,52.50265933,16.14899867,34.83318667,179.7896427
LDRC42_43,EA_1768,LDRC42,Spillman,2014,2.112904667,58.00315933,14.74929867,46.83318667,175.7896427
LDRC42_44,EA_1769,LDRC42,Spillman,2014,2.228064667,57.10315933,15.14929867,42.83318667,178.7896427
LDRC42_45,EA_1770,LDRC42,Spillman,2014,1.730064667,56.80315933,16.04899867,42.83318667,176.7896427
LDRC42_46,EA_1771,LDRC42,Spillman,2014,2.196564667,57.00315933,15.64899867,43.83318667,174.7896427
LDRC42_47,EA_1772,LDRC42,Spillman,2014,2.234064667,59.50265933,13.84929867,36.83318667,176.7896427
LDRC42_48,EA_1773,LDRC42,Spillman,2014,2.189064667,58.10265933,14.54932867,33.83318667,177.7896427
LDRC42_49,EA_1774,LDRC42,Spillman,2014,1.747164667,54.40265933,14.34929867,42.83318667,177.7896427
LDRC42_50,EA_1775,LDRC42,Spillman,2014,1.669764667,58.20265933,15.24929867,39.83318667,177.7896427
LDRC9_26,EA_1826,LDRC9,Spillman,2014,2.063264667,57.03265933,14.59699867,41.42618667,184.1256427
LDRC9_27,EA_1827,LDRC9,Spillman,2014,1.726364667,61.23265933,14.09699867,42.42618667,184.1256427
LDRC9_28,EA_1828,LDRC9,Spillman,2014,2.083964667,58.03265933,14.19699867,39.42618667,184.1256427
LDRC9_29,EA_1829,LDRC9,Spillman,2014,1.970564667,62.63265933,12.99699867,41.42618667,181.1256427
LDRC9_30,EA_1830,LDRC9,Spillman,2014,1.987664667,56.43265933,12.29699867,31.42618667,178.1256427
LDRC9_31,EA_1831,LDRC9,Spillman,2014,2.015564667,58.03265933,13.69699867,40.42618667,180.1256427
LDRC9_32,EA_1832,LDRC9,Spillman,2014,1.970564667,59.63265933,15.29699867,40.42618667,179.1256427
LDRC9_33,EA_1833,LDRC9,Spillman,2014,1.897664667,57.63265933,14.09699867,33.42618667,179.1256427
LDRC9_34,EA_1834,LDRC9,Spillman,2014,1.901864667,56.63265933,14.29699867,34.42618667,179.1256427
LDRC9_35,EA_1835,LDRC9,Spillman,2014,1.677164667,59.63265933,13.59699867,43.42618667,178.1256427
LDRC9_36,EA_1836,LDRC9,Spillman,2014,1.977764667,56.63265933,12.09699867,34.42618667,176.1256427
LDRC9_37,EA_1837,LDRC9,Spillman,2014,1.681064667,61.63265933,15.49699867,43.42618667,185.1256427
LDRC9_38,EA_1838,LDRC9,Spillman,2014,1.723064667,60.63265933,15.69699867,42.42618667,185.1256427
LDRC9_39,EA_1839,LDRC9,Spillman,2014,2.256764667,58.23265933,13.29699867,44.42618667,181.1256427
LDRC9_40,EA_1840,LDRC9,Spillman,2014,2.082764667,56.93265933,13.39699867,35.42618667,178.1256427
LDRC9_41,EA_1841,LDRC9,Spillman,2014,2.057864667,61.03265933,12.79699867,45.42618667,180.1256427
LDRC9_42,EA_1842,LDRC9,Spillman,2014,2.228864667,59.43265933,13.79699867,44.42618667,182.1256427
LDRC9_43,EA_1843,LDRC9,Spillman,2014,2.191064667,59.23265933,11.19699867,33.42618667,176.1256427
LDRC9_44,EA_1844,LDRC9,Spillman,2014,1.368164667,58.83265933,12.79699867,36.42618667,177.1256427
LDRC9_45,EA_1845,LDRC9,Spillman,2014,2.534864667,60.43265933,11.89699867,32.42618667,178.1256427
LDRC9_46,EA_1846,LDRC9,Spillman,2014,2.200964667,56.03265933,13.89699867,41.42618667,181.1256427
LDRC9_47,EA_1847,LDRC9,Spillman,2014,2.497064667,60.03265933,14.09699867,38.42618667,177.1256427
LDRC9_48,EA_1848,LDRC9,Spillman,2014,2.217464667,58.23265933,14.49699867,45.42618667,181.1256427
LDRC9_49,EA_1849,LDRC9,Spillman,2014,1.882364667,52.63265933,15.49699867,33.42618667,182.1256427
LDRC9_50,EA_1850,LDRC9,Spillman,2014,1.816664667,53.23265933,14.79699867,43.42618667,183.1256427
LDRC37_72,EA_1926,LDRC37,Spillman,2014,1.531364667,56.92155933,16.14099867,44.87018667,183.1256427
LDRC37_73,EA_1927,LDRC37,Spillman,2014,2.062364667,58.22165933,14.64143867,38.87018667,179.1256427
LDRC37_77,EA_1928,LDRC37,Spillman,2014,1.936964667,59.17665933,14.74189867,44.10018667,179.5236427
LDRC37_79,EA_1929,LDRC37,Spillman,2014,1.624964667,57.37645933,14.64184867,45.10018667,180.5236427
LDRC37_80,EA_1930,LDRC37,Spillman,2014,1.951964667,57.57645933,14.64184867,41.10058667,175.5236427
LDRC37_81,EA_1931,LDRC37,Spillman,2014,1.909964667,58.67665933,13.94189867,42.10058667,176.5236427
LDRC37_84,EA_1932,LDRC37,Spillman,2014,2.254964667,58.87665933,15.04189867,40.10018667,181.5236427
LDRC37_86,EA_1933,LDRC37,Spillman,2014,1.885964667,56.87645933,15.74199867,40.10018667,184.5239427
LDRC37_87,EA_1934,LDRC37,Spillman,2014,2.389964667,59.97665933,15.24189867,41.10058667,184.5239427
LDRC37_89,EA_1935,LDRC37,Spillman,2014,2.159014667,54.67665933,15.84199867,46.10018667,179.5236427
LDRC37_90,EA_1936,LDRC37,Spillman,2014,1.912964667,59.77665933,15.24189867,42.10058667,179.5236427
LDRC37_94,EA_1937,LDRC37,Spillman,2014,1.967014667,56.47645933,15.74199867,43.10018667,179.5236427
LDRC37_95,EA_1938,LDRC37,Spillman,2014,1.726964667,56.97641933,14.74189867,36.10018667,177.5236427
LDRC37_96,EA_1939,LDRC37,Spillman,2014,1.879964667,59.77665933,13.84189867,39.10018667,178.5236427
LDRC37_97,EA_1940,LDRC37,Spillman,2014,1.933964667,61.37665933,14.84189867,46.10018667,179.5236427
LDRC37_98,EA_1941,LDRC37,Spillman,2014,1.786964667,58.37665933,15.34189867,43.10018667,181.5236427
LDRC37_99,EA_1942,LDRC37,Spillman,2014,1.588964667,58.57665933,15.64199867,41.10058667,180.5236427
LDRC37_100,EA_1943,LDRC37,Spillman,2014,1.618964667,54.17665933,14.94189867,43.10018667,179.5236427
LDRC37_105,EA_1944,LDRC37,Spillman,2014,1.780964667,58.37665933,15.54189867,36.10018667,179.5236427
LDRC37_107,EA_1945,LDRC37,Spillman,2014,2.275964667,58.67665933,14.94189867,36.10018667,182.5236427
LDRC37_108,EA_1946,LDRC37,Spillman,2014,2.203964667,56.67645933,15.24189867,36.10018667,177.5236427
LDRC37_109,EA_1947,LDRC37,Spillman,2014,1.876964667,55.47665933,15.44189867,43.10018667,185.5236427
LDRC37_110,EA_1948,LDRC37,Spillman,2014,1.846964667,58.27665933,16.24199867,42.10058667,179.5236427
LDRC37_111,EA_1949,LDRC37,Spillman,2014,1.828964667,56.67645933,15.84199867,45.10018667,184.5239427
LDRC37_114,EA_1950,LDRC37,Spillman,2014,2.102014667,59.67665933,14.24189867,37.10018667,179.5236427
LDRC43_101,EA_2001,LDRC43,Spillman,2014,1.930664667,56.77645933,12.84199867,35.10018667,177.5236427
LDRC43_84,EA_2002,LDRC43,Spillman,2014,1.447964667,57.77645933,13.24199867,38.10018667,178.5236427
LDRC43_85,EA_2003,LDRC43,Spillman,2014,1.183964667,58.37665933,13.84189867,38.10018667,179.5236427
LDRC43_86,EA_2004,LDRC43,Spillman,2014,1.921964667,55.47665933,13.04199867,34.10018667,178.5236427
LDRC43_87,EA_2005,LDRC43,Spillman,2014,1.738964667,54.87665933,13.04199867,31.09618667,178.5236427
LDRC43_88,EA_2006,LDRC43,Spillman,2014,1.192964667,57.07641933,13.24199867,42.10058667,175.5236427
LDRC43_89,EA_2007,LDRC43,Spillman,2014,2.401964667,58.07665933,13.24199867,32.10018667,177.5236427
LDRC43_90,EA_2008,LDRC43,Spillman,2014,1.735964667,56.67645933,14.54184867,42.10058667,178.5236427
LDRC43_93,EA_2009,LDRC43,Spillman,2014,1.690964667,59.07665933,14.04189867,37.10018667,176.5236427
LDRC43_95,EA_2010,LDRC43,Spillman,2014,1.771964667,58.17665933,13.04199867,37.10018667,179.5236427
LDRC43_96,EA_2011,LDRC43,Spillman,2014,1.828964667,57.77645933,14.04189867,39.10018667,179.5236427
LDRC43_97,EA_2012,LDRC43,Spillman,2014,1.903964667,55.77665933,14.74189867,42.10058667,184.5239427
LDRC43_98,EA_2013,LDRC43,Spillman,2014,1.684964667,58.27665933,13.54199867,41.10058667,181.5236427
LDRC43_99,EA_2014,LDRC43,Spillman,2014,2.000014667,57.37645933,13.04199867,36.10018667,175.5236427
LDRC43_100,EA_2015,LDRC43,Spillman,2014,1.726964667,58.97665933,14.74189867,38.10018667,177.5236427
LDRC43_102,EA_2016,LDRC43,Spillman,2014,1.795964667,57.67645933,12.94199867,32.10018667,175.5236427
LDRC43_103,EA_2017,LDRC43,Spillman,2014,1.741964667,58.27665933,14.14189867,42.10058667,178.5236427
LDRC43_104,EA_2018,LDRC43,Spillman,2014,2.105014667,59.87665933,12.54199867,37.10018667,178.5236427
LDRC43_106,EA_2019,LDRC43,Spillman,2014,1.663964667,58.87665933,13.24199867,38.10018667,175.5236427
LDRC43_107,EA_2020,LDRC43,Spillman,2014,0.542264667,57.03265933,13.94189867,33.10018667,181.5236427
LDRC43_108,EA_2021,LDRC43,Spillman,2014,1.615964667,56.07645933,13.24199867,31.09618667,178.5236427
LDRC43_109,EA_2022,LDRC43,Spillman,2014,1.726964667,56.17645933,13.24199867,38.10018667,179.5236427
LDRC43_110,EA_2023,LDRC43,Spillman,2014,2.866964667,57.87645933,13.04199867,44.10018667,178.5236427
LDRC43_111,EA_2024,LDRC43,Spillman,2014,1.970014667,58.77665933,14.54184867,38.10018667,178.5236427
LDRC43_112,EA_2025,LDRC43,Spillman,2014,1.624964667,57.57645933,15.04189867,40.10018667,179.5236427
LDRC47_58,EA_2076,LDRC47,Spillman,2014,2.114014667,59.07665933,15.24189867,40.10018667,175.5236427
LDRC47_60,EA_2077,LDRC47,Spillman,2014,1.546964667,57.47645933,15.54189867,41.10058667,180.5236427
LDRC47_64,EA_2078,LDRC47,Spillman,2014,1.659964667,57.28825933,15.04139867,38.87018667,181.1256427
LDRC47_59,EA_2079,LDRC47,Spillman,2014,1.851964667,59.08865933,15.74099867,43.87018667,185.1256427
LDRC47_68,EA_2080,LDRC47,Spillman,2014,2.064931667,58.18865933,14.34139867,33.87018667,180.1256427
LDRC47_70,EA_2081,LDRC47,Spillman,2014,1.749964667,58.18865933,14.84139867,39.87018667,182.1256427
LDRC47_71,EA_2082,LDRC47,Spillman,2014,1.479964667,57.58825933,15.34139867,40.87058667,184.1256427
LDRC47_72,EA_2083,LDRC47,Spillman,2014,1.581964667,59.28865933,14.64143867,36.87018667,178.1256427
LDRC47_76,EA_2084,LDRC47,Spillman,2014,1.521964667,58.08865933,14.24139867,36.87018667,178.1256427
LDRC47_77,EA_2085,LDRC47,Spillman,2014,1.395964667,59.88865933,14.54143867,40.87058667,179.1256427
LDRC47_78,EA_2086,LDRC47,Spillman,2014,1.605664667,58.48865933,14.44139867,38.87018667,179.1256427
LDRC47_82,EA_2087,LDRC47,Spillman,2014,1.729264667,58.08865933,14.74139867,37.87018667,181.1256427
LDRC47_83,EA_2088,LDRC47,Spillman,2014,1.299364667,58.08865933,15.54139867,38.87018667,183.1256427
LDRC47_85,EA_2089,LDRC47,Spillman,2014,1.751764667,57.88825933,13.14099867,33.87018667,178.1256427
LDRC47_86,EA_2090,LDRC47,Spillman,2014,1.899064667,60.68865933,14.24139867,33.87018667,178.1256427
LDRC47_87,EA_2091,LDRC47,Spillman,2014,1.735264667,56.88825933,14.74139867,40.87058667,180.1256427
LDRC47_88,EA_2092,LDRC47,Spillman,2014,1.893964667,58.58865933,14.64143867,38.87018667,182.1256427
LDRC47_92,EA_2093,LDRC47,Spillman,2014,1.860664667,59.08865933,16.84099867,42.87018667,185.1256427
LDRC47_94,EA_2094,LDRC47,Spillman,2014,1.839064667,58.08865933,14.04139867,33.87018667,178.1256427
LDRC47_95,EA_2095,LDRC47,Spillman,2014,1.898464667,57.28825933,15.34139867,39.87018667,182.1256427
LDRC47_96,EA_2096,LDRC47,Spillman,2014,2.028934667,61.48865933,14.54143867,41.87058667,181.1256427
LDRC47_98,EA_2097,LDRC47,Spillman,2014,1.950664667,59.48865933,15.84099867,40.87058667,184.1256427
LDRC47_99,EA_2098,LDRC47,Spillman,2014,2.229964667,57.38825933,15.44139867,37.87018667,179.1256427
LDRC47_100,EA_2099,LDRC47,Spillman,2014,1.827964667,59.08865933,14.24139867,41.87058667,181.1256427
LDRC47_101,EA_2100,LDRC47,Spillman,2014,1.720564667,57.08821933,15.44139867,39.87018667,182.1256427
LDRC48_61,EA_2151,LDRC48,Spillman,2014,2.271364667,59.08865933,13.24099867,37.87018667,178.1256427
LDRC48_62,EA_2152,LDRC48,Spillman,2014,2.397964667,59.28865933,13.74139867,34.87018667,182.1256427
LDRC48_65,EA_2153,LDRC48,Spillman,2014,2.013634667,59.48865933,13.34099867,36.87018667,177.1256427
LDRC48_68,EA_2154,LDRC48,Spillman,2014,2.034334667,58.48865933,13.94139867,37.87018667,177.1256427
LDRC48_69,EA_2155,LDRC48,Spillman,2014,2.025934667,56.58825933,15.14139867,36.87018667,181.1256427
LDRC48_70,EA_2156,LDRC48,Spillman,2014,1.776964667,56.18825933,13.54099867,37.87018667,179.1256427
LDRC48_71,EA_2157,LDRC48,Spillman,2014,2.111134667,56.88825933,15.24139867,38.87018667,178.1256427
LDRC48_72,EA_2158,LDRC48,Spillman,2014,1.690864667,56.88825933,13.94139867,39.87018667,178.1256427
LDRC48_73,EA_2159,LDRC48,Spillman,2014,2.050534667,59.68865933,14.34139867,44.87018667,180.1256427
LDRC48_75,EA_2160,LDRC48,Spillman,2014,1.862764667,58.88865933,15.64099867,38.87018667,182.1256427
LDRC48_76,EA_2161,LDRC48,Spillman,2014,1.887064667,57.68825933,14.54143867,37.87018667,177.1256427
LDRC48_77,EA_2162,LDRC48,Spillman,2014,1.690864667,57.28825933,14.94139867,39.87018667,178.1256427
LDRC48_80,EA_2163,LDRC48,Spillman,2014,1.601464667,56.28825933,16.24099867,42.87018667,179.1256427
LDRC48_82,EA_2164,LDRC48,Spillman,2014,1.936264667,57.48825933,14.44139867,42.87018667,183.1256427
LDRC48_83,EA_2165,LDRC48,Spillman,2014,2.004934667,56.88825933,14.94139867,36.87018667,181.1256427
LDRC48_85,EA_2166,LDRC48,Spillman,2014,1.887964667,55.48865933,14.64143867,34.87018667,179.1256427
LDRC48_86,EA_2167,LDRC48,Spillman,2014,1.798864667,59.68865933,13.74139867,38.87018667,178.1256427
LDRC48_87,EA_2168,LDRC48,Spillman,2014,1.898764667,58.48865933,13.84139867,32.87018667,180.1256427
LDRC48_88,EA_2169,LDRC48,Spillman,2014,1.955464667,60.08865933,11.84099867,35.87018667,176.1256427
LDRC48_98,EA_2170,LDRC48,Spillman,2014,2.007334667,59.28865933,13.14099867,32.87018667,178.1256427
LDRC48_101,EA_2171,LDRC48,Spillman,2014,1.425064667,56.88825933,16.34099867,30.86618667,181.1256427
LDRC48_104,EA_2172,LDRC48,Spillman,2014,1.858264667,60.48865933,14.34139867,38.87018667,179.1256427
LDRC48_109,EA_2173,LDRC48,Spillman,2014,1.683964667,58.48865933,14.24139867,36.87018667,179.1256427
LDRC48_107,EA_2174,LDRC48,Spillman,2014,1.678264667,59.48865933,12.94099867,34.87018667,177.1256427
LDRC48_116,EA_2175,LDRC48,Spillman,2014,1.764364667,59.28865933,13.74139867,34.87018667,178.1256427
LDRC60_68,EA_2226,LDRC60,Spillman,2014,2.438764667,58.68865933,15.34139867,33.87018667,184.1256427
LDRC60_69,EA_2227,LDRC60,Spillman,2014,1.953364667,60.88865933,14.14139867,40.87058667,178.1256427
LDRC60_71,EA_2229,LDRC60,Spillman,2014,1.913264667,55.19965933,14.90809867,34.20418667,180.2366427
LDRC60_73,EA_2230,LDRC60,Spillman,2014,1.855064667,59.39965933,15.40809867,34.20418667,183.2367427
LDRC60_74,EA_2231,LDRC60,Spillman,2014,1.785164667,58.59965933,14.50810867,39.20418667,179.2366427
LDRC60_75,EA_2232,LDRC60,Spillman,2014,1.763264667,60.39965933,14.60810867,41.20398667,178.2366427
LDRC60_77,EA_2233,LDRC60,Spillman,2014,2.031794667,59.19965933,14.40809867,37.20418667,179.2366427
LDRC60_78,EA_2234,LDRC60,Spillman,2014,1.898864667,59.59965933,15.30809867,32.20418667,183.2367427
LDRC60_79,EA_2235,LDRC60,Spillman,2014,1.888064667,55.59965933,15.10809867,30.20618667,183.2367427
LDRC60_83,EA_2236,LDRC60,Spillman,2014,1.447664667,57.59935933,16.70799867,40.20418667,184.2367427
LDRC60_84,EA_2237,LDRC60,Spillman,2014,1.928264667,56.09935933,14.90809867,30.20618667,180.2366427
LDRC60_85,EA_2238,LDRC60,Spillman,2014,1.994294667,56.99932933,13.90809867,37.20418667,184.2367427
LDRC60_86,EA_2239,LDRC60,Spillman,2014,1.599164667,56.79935933,16.30799867,39.20418667,185.2366427
LDRC60_89,EA_2240,LDRC60,Spillman,2014,1.530764667,55.99965933,15.00809867,33.20418667,179.2366427
LDRC60_92,EA_2241,LDRC60,Spillman,2014,1.265264667,58.99965933,14.30809867,41.20398667,178.2366427
LDRC60_93,EA_2242,LDRC60,Spillman,2014,2.002694667,57.39935933,14.10809867,38.20418667,178.2366427
LDRC60_94,EA_2243,LDRC60,Spillman,2014,1.660064667,56.59935933,14.40809867,33.20418667,181.2366427
LDRC60_97,EA_2244,LDRC60,Spillman,2014,1.852964667,58.79965933,13.90809867,40.20418667,180.2366427
LDRC60_98,EA_2245,LDRC60,Spillman,2014,1.943264667,58.49965933,14.70809867,42.20398667,179.2366427
LDRC60_99,EA_2246,LDRC60,Spillman,2014,1.979294667,57.39935933,14.20809867,34.20418667,179.2366427
LDRC60_101,EA_2247,LDRC60,Spillman,2014,1.970294667,58.49965933,13.40799867,33.20418667,180.2366427
LDRC60_102,EA_2248,LDRC60,Spillman,2014,2.102894667,57.39935933,14.30809867,36.20418667,180.2366427
LDRC60_107,EA_2249,LDRC60,Spillman,2014,1.882964667,59.79965933,15.00809867,42.20398667,184.2367427
LDRC60_108,EA_2250,LDRC60,Spillman,2014,1.598264667,59.19965933,14.90809867,43.20418667,178.2366427
DHARWAR_57,EA_51,DHARWAR,Spillman,2015,2.14591288,59.839796,10.035546,34.93783687,162.3432333
DHARWAR_58,EA_52,DHARWAR,Spillman,2015,2.10591288,61.139796,10.435586,35.78783687,162.3432333
DHARWAR_59,EA_53,DHARWAR,Spillman,2015,2.13591288,60.039796,9.835546,34.93783687,162.3432333
DHARWAR_60,EA_54,DHARWAR,Spillman,2015,1.98591288,59.039796,10.135546,34.58783687,162.3432333
DHARWAR_61,EA_55,DHARWAR,Spillman,2015,1.88591288,58.639796,10.135546,34.38793687,160.3432333
DHARWAR_62,EA_56,DHARWAR,Spillman,2015,1.84591288,59.839796,9.835546,34.83783687,161.3432333
DHARWAR_63,EA_57,DHARWAR,Spillman,2015,1.98591288,59.839796,9.635546,34.73783687,162.3432333
DHARWAR_64,EA_58,DHARWAR,Spillman,2015,1.68591288,61.139796,9.835546,35.48783687,161.3432333
DHARWAR_65,EA_59,DHARWAR,Spillman,2015,2.04591288,61.039796,10.135546,35.58783687,163.3432333
DHARWAR_66,EA_60,DHARWAR,Spillman,2015,1.97591288,61.239796,11.335546,36.28783687,162.3432333
DHARWAR_67,EA_61,DHARWAR,Spillman,2015,2.01491288,61.439796,10.935546,36.18783687,161.3432333
DHARWAR_68,EA_62,DHARWAR,Spillman,2015,1.86591288,60.139796,11.235546,35.68783687,161.3432333
DHARWAR_70,EA_63,DHARWAR,Spillman,2015,1.76591288,58.939796,11.435546,35.18783687,163.3432333
DHARWAR_71,EA_64,DHARWAR,Spillman,2015,1.73591288,60.839796,11.435546,36.13783687,162.3432333
DHARWAR_72,EA_65,DHARWAR,Spillman,2015,1.75591288,56.240196,11.335546,33.78793687,161.3432333
DHARWAR_73,EA_66,DHARWAR,Spillman,2015,1.92591288,60.539796,11.135546,35.83783687,162.3432333
DHARWAR_74,EA_67,DHARWAR,Spillman,2015,1.82591288,57.639796,12.235846,34.93783687,167.3429333
DHARWAR_76,EA_68,DHARWAR,Spillman,2015,1.95591288,56.840196,12.235846,34.53793687,162.3432333
DHARWAR_77,EA_69,DHARWAR,Spillman,2015,1.94591288,56.640176,10.935546,33.78793687,162.3432333
DHARWAR_78,EA_70,DHARWAR,Spillman,2015,1.76591288,58.939796,11.935846,35.43783687,162.3432333
DHARWAR_79,EA_71,DHARWAR,Spillman,2015,2.26591288,60.339796,11.435546,35.88783687,164.3432333
DHARWAR_80,EA_72,DHARWAR,Spillman,2015,1.67591288,57.639796,11.335546,34.48793687,164.3432333
DHARWAR_81,EA_73,DHARWAR,Spillman,2015,2.07591288,58.739796,11.435546,35.08783687,163.3432333
DHARWAR_82,EA_74,DHARWAR,Spillman,2015,1.87591288,59.539796,12.835846,36.18783687,164.3432333
DHARWAR_83,EA_75,DHARWAR,Spillman,2015,1.94591288,58.239796,11.335546,34.78783687,162.3432333
LDRC103_67,EA_126,LDRC103,Spillman,2015,2.04591288,58.139796,12.035846,35.08783687,163.3432333
LDRC103_68,EA_127,LDRC103,Spillman,2015,1.55591288,60.839796,13.535846,37.18783687,160.3432333
LDRC103_70,EA_128,LDRC103,Spillman,2015,1.60591288,60.639796,13.535846,37.08783687,160.3432333
LDRC103_71,EA_129,LDRC103,Spillman,2015,1.44591288,59.039796,14.135846,36.58783687,165.3432333
LDRC103_73,EA_130,LDRC103,Spillman,2015,2.00591288,55.239796,12.535846,33.88793687,165.3432333
LDRC103_74,EA_131,LDRC103,Spillman,2015,1.78590988,60.239796,12.035846,36.13783687,162.3432333
LDRC103_78,EA_132,LDRC103,Spillman,2015,1.24591288,59.139796,16.335846,37.73783687,165.3432333
LDRC103_79,EA_133,LDRC103,Spillman,2015,1.99591288,57.639796,12.435846,35.03783687,166.3429333
LDRC103_80,EA_134,LDRC103,Spillman,2015,1.78590988,58.639796,13.435846,36.03783687,164.3432333
LDRC103_81,EA_135,LDRC103,Spillman,2015,1.62591288,58.239796,13.235846,35.73783687,163.3432333
LDRC103_82,EA_136,LDRC103,Spillman,2015,1.37591288,61.839796,13.535846,37.68783687,163.3432333
LDRC103_83,EA_137,LDRC103,Spillman,2015,1.49591288,59.939796,14.535846,37.23783687,164.3432333
LDRC103_84,EA_138,LDRC103,Spillman,2015,1.58591288,58.039796,13.535846,35.78783687,164.3432333
LDRC103_85,EA_139,LDRC103,Spillman,2015,1.65591288,60.239796,11.035546,35.63783687,162.3432333
LDRC103_87,EA_140,LDRC103,Spillman,2015,1.36591288,53.739796,13.535846,33.63789687,167.3429333
LDRC103_88,EA_141,LDRC103,Spillman,2015,1.51591288,56.040196,13.535846,34.78783687,165.3432333
LDRC103_90,EA_142,LDRC103,Spillman,2015,1.82591288,56.240196,13.335846,34.78783687,165.3432333
LDRC103_92,EA_143,LDRC103,Spillman,2015,1.78590988,59.839796,11.635846,35.73783687,163.3432333
LDRC103_93,EA_144,LDRC103,Spillman,2015,2.08591288,59.139796,11.135546,35.13783687,163.3432333
LDRC103_94,EA_145,LDRC103,Spillman,2015,2.04591288,61.439796,11.735846,36.58783687,160.3432333
LDRC103_95,EA_146,LDRC103,Spillman,2015,2.02591288,60.739796,12.235846,36.48783687,162.3432333
LDRC103_96,EA_147,LDRC103,Spillman,2015,1.78590988,58.639796,13.035846,35.83783687,163.3432333
LDRC103_97,EA_148,LDRC103,Spillman,2015,1.72591288,57.639796,13.235846,35.43783687,164.3432333
LDRC103_98,EA_149,LDRC103,Spillman,2015,1.93241288,59.731796,13.632846,36.68283687,162.2062333
LDRC103_102,EA_150,LDRC103,Spillman,2015,1.91241288,58.131796,13.432846,35.78283687,162.2062333
LDRC65_94,EA_201,LDRC65,Spillman,2015,1.40321288,62.389796,12.024846,37.20783687,162.7062333
LDRC65_95,EA_202,LDRC65,Spillman,2015,1.77321288,62.989796,13.824846,38.40783687,161.7062333
LDRC65_96,EA_203,LDRC65,Spillman,2015,1.59321288,62.689796,13.624846,38.15783687,160.7062333
LDRC65_97,EA_204,LDRC65,Spillman,2015,1.53321288,60.989796,13.524846,37.25783687,162.7062333
LDRC65_98,EA_205,LDRC65,Spillman,2015,1.74321288,61.989796,14.124846,38.05783687,162.7062333
LDRC65_99,EA_206,LDRC65,Spillman,2015,1.73321288,62.089796,14.224846,38.15783687,161.7062333
LDRC65_100,EA_207,LDRC65,Spillman,2015,1.36321288,63.689796,12.724846,38.20783687,161.7062333
LDRC65_101,EA_208,LDRC65,Spillman,2015,1.78321288,63.189796,12.224846,37.70783687,160.7062333
LDRC65_103,EA_209,LDRC65,Spillman,2015,1.61321288,59.589796,12.824846,36.20783687,161.7062333
LDRC65_104,EA_210,LDRC65,Spillman,2015,1.43321288,61.789796,11.424846,36.60783687,166.7059333
LDRC65_105,EA_211,LDRC65,Spillman,2015,1.58321288,62.689796,11.524846,37.10783687,161.7062333
LDRC65_108,EA_212,LDRC65,Spillman,2015,1.49321288,60.589796,11.824846,36.20783687,164.7062333
LDRC65_109,EA_213,LDRC65,Spillman,2015,1.53321288,61.889796,12.924846,37.40783687,164.7062333
LDRC65_110,EA_214,LDRC65,Spillman,2015,1.53321288,62.089796,11.224846,36.65783687,163.7062333
LDRC65_111,EA_215,LDRC65,Spillman,2015,1.76321288,59.189796,11.224846,35.20783687,163.7062333
LDRC65_112,EA_216,LDRC65,Spillman,2015,1.38321288,61.189796,13.224846,37.20783687,163.7062333
